,age_band_of_driver,vehicle_type,age_of_vehicle,weather_conditions,day_of_week,road_surface_conditions,light_conditions,sex_of_driver,season,speed_limit,accident_seriousness
266,16-25,Car,5,Mud,Monday,Frost or ice,Darkness - no lighting,Male,Rainy,60,Fatal
267,16-25,Car,5,Fine no high winds,Saturday,Dry,Daylight,Male,Winter,60,Fatal
268,16-25,Motorcycle,5,Fine no high winds,Tuesday,Dry,Daylight,Male,Summer,60,Fatal
269,26-45,Car,5,Fine no high winds,Saturday,Wet or damp,Darkness - lights lit,Male,Rainy,60,Fatal
270,16-25,Car,5,Fine no high winds,Saturday,Dry,Daylight,Male,Winter,70,Fatal
271,16-25,Car,5,Raining no high winds,Friday,Flood over 3cm. deep,Daylight,Male,Rainy,70,Fatal
272,16-25,Car,5,Fine no high winds,Sunday,Dry,Darkness - lights lit,Female,Rainy,70,Fatal
273,16-25,Car,5,Fine no high winds,Saturday,Wet or damp,Darkness - no lighting,Male,Autumn,70,Fatal
274,26-45,Car,5,Fine no high winds,Thursday,Dry,Daylight,Male,Rainy,70,Fatal
275,26-45,Motorcycle,5,Fine no high winds,Wednesday,Dry,Daylight,Male,Winter,70,Fatal
276,26-45,Car,5,Fine no high winds,Sunday,Dry,Daylight,Male,Summer,70,Fatal
277,26-45,Bus,5,Mud,Saturday,Wet or damp,Darkness - lights lit,Male,Summer,70,Fatal
278,26-45,Bus,5,Fine no high winds,Thursday,Dry,Daylight,Male,Rainy,20,Fatal
279,16-25,Car,5,Fine no high winds,Sunday,Dry,Darkness - lights lit,Male,Rainy,30,Fatal
280,16-25,Car,5,Fine no high winds,Saturday,Dry,Darkness - lights lit,Male,Autumn,30,Fatal
281,16-25,Car,5,Fine no high winds,Sunday,Dry,Darkness - lights lit,Male,Summer,30,Fatal
282,16-25,Car,5,Mud,Saturday,Frost or ice,Darkness - lights lit,Male,Winter,30,Fatal
283,16-25,Motorcycle,5,Raining + high winds,Saturday,Wet or damp,Darkness - lights lit,Male,Rainy,30,Fatal
284,16-25,Car,5,Raining no high winds,Sunday,Wet or damp,Darkness - lights lit,Male,Summer,30,Fatal
285,16-25,Car,5,Raining no high winds,Wednesday,Wet or damp,Darkness - lights lit,Female,Summer,30,Fatal
286,16-25,Car,5,Fine no high winds,Saturday,Dry,Daylight,Male,Autumn,30,Fatal
287,16-25,Car,5,Fine no high winds,Saturday,Wet or damp,Darkness - lights lit,Male,Rainy,30,Fatal
288,16-25,Motorcycle,5,Fine no high winds,Sunday,Dry,Darkness - lights lit,Male,Rainy,30,Fatal
289,16-25,Car,5,Fine no high winds,Sunday,Dry,Darkness - lights lit,Male,Autumn,30,Fatal
290,16-25,Car,5,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Autumn,30,Fatal
291,16-25,Car,5,Fine no high winds,Friday,Dry,Daylight,Male,Summer,30,Fatal
292,16-25,Motorcycle,5,Fine no high winds,Friday,Dry,Daylight,Male,Rainy,30,Fatal
293,16-25,Car,5,Fine no high winds,Friday,Dry,Daylight,Male,Winter,30,Fatal
294,16-25,Car,5,Fine no high winds,Saturday,Dry,Daylight,Female,Summer,30,Fatal
295,16-25,Car,5,Raining no high winds,Saturday,Wet or damp,Daylight,Male,Winter,30,Fatal
296,26-45,Car,5,Fine no high winds,Saturday,Dry,Darkness - lights lit,Male,Winter,30,Fatal
297,26-45,Car,5,Fine no high winds,Saturday,Wet or damp,Darkness - lights lit,Male,Autumn,30,Fatal
298,26-45,Car,5,Fine no high winds,Monday,Dry,Darkness - lights lit,Male,Autumn,30,Fatal
299,26-45,Car,5,Fine no high winds,Thursday,Dry,Darkness - lights lit,Male,Rainy,30,Fatal
300,26-45,Car,5,Fine no high winds,Sunday,Dry,Darkness - lights lit,Female,Autumn,30,Fatal
301,26-45,Car,5,Raining no high winds,Saturday,Wet or damp,Darkness - lights lit,Male,Autumn,30,Fatal
302,26-45,Bus,5,Fine no high winds,Wednesday,Dry,Daylight,Male,Autumn,30,Fatal
303,26-45,Motorcycle,5,Fine no high winds,Sunday,Dry,Daylight,Male,Rainy,30,Fatal
304,26-45,Car,5,Fine no high winds,Sunday,Wet or damp,Daylight,Male,Summer,30,Fatal
305,26-45,Motorcycle,5,Fine no high winds,Sunday,Dry,Daylight,Male,Summer,30,Fatal
306,16-25,Car,5,Fine no high winds,Sunday,Dry,Darkness - lights lit,Male,Autumn,40,Fatal
307,26-45,Car,5,Fine no high winds,Saturday,Frost or ice,Darkness - lights lit,Male,Rainy,40,Fatal
308,26-45,Car,5,Raining no high winds,Saturday,Wet or damp,Darkness - lights lit,Male,Winter,40,Fatal
309,26-45,Motorcycle,5,Fine no high winds,Thursday,Dry,Daylight,Male,Rainy,40,Fatal
310,26-45,Motorcycle,5,Fine no high winds,Thursday,Dry,Daylight,Male,Summer,40,Fatal
311,26-45,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Summer,40,Fatal
312,26-45,Car,5,Fine no high winds,Tuesday,Dry,Darkness - lights lit,Male,Autumn,40,Fatal
313,26-45,Motorcycle,5,Fine no high winds,Monday,Wet or damp,Darkness - lights lit,Male,Autumn,40,Fatal
314,26-45,Motorcycle,5,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Male,Rainy,40,Fatal
315,26-45,Car,5,Fine no high winds,Friday,Dry,Daylight,Male,Winter,40,Fatal
316,46-65,Motorcycle,5,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Male,Winter,40,Fatal
317,46-65,Car,5,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Female,Rainy,40,Fatal
318,46-65,Motorcycle,5,Fine no high winds,Thursday,Wet or damp,Daylight,Male,Rainy,40,Fatal
319,46-65,Bus,5,Fine no high winds,Thursday,Dry,Daylight,Male,Summer,40,Fatal
320,46-65,Goods Vehicle,5,Fine no high winds,Wednesday,Dry,Daylight,Male,Winter,40,Fatal
321,Over 65,Car,5,Fine no high winds,Friday,Dry,Daylight,Female,Winter,40,Fatal
322,16-25,Car,5,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Winter,50,Fatal
323,16-25,Car,5,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Rainy,50,Fatal
324,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Male,Summer,50,Fatal
325,16-25,Motorcycle,5,Fine no high winds,Sunday,Dry,Daylight,Male,Autumn,50,Fatal
326,26-45,Goods Vehicle,5,Fine no high winds,Thursday,Dry,Darkness - lights lit,Male,Winter,50,Fatal
327,26-45,Car,5,Fine no high winds,Wednesday,Wet or damp,Daylight,Male,Rainy,50,Fatal
328,26-45,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Male,Autumn,50,Fatal
329,26-45,Car,5,Fine no high winds,Saturday,Wet or damp,Daylight,Female,Rainy,50,Fatal
330,26-45,Car,5,Fog or mist,Thursday,Frost or ice,Daylight,Female,Rainy,50,Fatal
331,26-45,Car,5,Raining no high winds,Saturday,Wet or damp,Darkness - no lighting,Male,Rainy,50,Fatal
332,26-45,Motorcycle,5,Fine no high winds,Friday,Wet or damp,Daylight,Male,Summer,50,Fatal
333,26-45,Car,5,Fine no high winds,Monday,Dry,Daylight,Male,Rainy,50,Fatal
334,46-65,Car,5,Fine no high winds,Monday,Wet or damp,Daylight,Male,Rainy,50,Fatal
335,46-65,Car,5,Fine no high winds,Tuesday,Wet or damp,Daylight,Female,Rainy,50,Fatal
336,16-25,Car,5,Fine no high winds,Sunday,Wet or damp,Darkness - lights lit,Male,Rainy,60,Fatal
337,16-25,Car,5,Fine no high winds,Wednesday,Wet or damp,Darkness - no lighting,Male,Autumn,60,Fatal
338,16-25,Car,5,Fine no high winds,Thursday,Dry,Darkness - no lighting,Male,Summer,60,Fatal
339,16-25,Car,5,Fine no high winds,Friday,Dry,Darkness - no lighting,Male,Summer,60,Fatal
340,16-25,Car,5,Fine no high winds,Saturday,Wet or damp,Darkness - no lighting,Female,Winter,60,Fatal
341,16-25,Car,5,Fine no high winds,Monday,Dry,Darkness - no lighting,Female,Autumn,60,Fatal
342,16-25,Car,5,Fine no high winds,Monday,Dry,Darkness - no lighting,Female,Summer,60,Fatal
343,16-25,Car,5,Fine no high winds,Saturday,Dry,Darkness - no lighting,Female,Winter,60,Fatal
344,16-25,Car,5,Fine no high winds,Thursday,Wet or damp,Daylight,Male,Rainy,60,Fatal
345,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Male,Summer,60,Fatal
346,16-25,Car,5,Fine no high winds,Thursday,Dry,Daylight,Male,Summer,60,Fatal
347,16-25,Car,5,Fine no high winds,Sunday,Dry,Daylight,Male,Winter,60,Fatal
348,16-25,Car,5,Fine no high winds,Friday,Wet or damp,Darkness - lights lit,Male,Rainy,60,Fatal
349,16-25,Car,5,Fine + high winds,Sunday,Wet or damp,Darkness - no lighting,Male,Summer,60,Fatal
350,16-25,Car,5,Fine no high winds,Sunday,Dry,Darkness - no lighting,Male,Summer,60,Fatal
351,16-25,Car,5,Fine no high winds,Monday,Dry,Darkness - no lighting,Male,Rainy,60,Fatal
352,16-25,Motorcycle,5,Fine no high winds,Monday,Wet or damp,Darkness - no lighting,Female,Rainy,60,Fatal
353,16-25,Car,5,Fine no high winds,Tuesday,Dry,Daylight,Male,Rainy,60,Fatal
354,16-25,Motorcycle,5,Fine no high winds,Sunday,Dry,Daylight,Male,Rainy,60,Fatal
355,16-25,Motorcycle,5,Fine no high winds,Monday,Dry,Daylight,Male,Winter,60,Fatal
356,16-25,Car,5,Fine no high winds,Friday,Wet or damp,Daylight,Male,Winter,60,Fatal
357,16-25,Motorcycle,5,Fine no high winds,Sunday,Dry,Daylight,Male,Summer,60,Fatal
358,16-25,Motorcycle,5,Fine no high winds,Tuesday,Dry,Daylight,Male,Autumn,60,Fatal
359,16-25,Car,5,Fine no high winds,Sunday,Dry,Daylight,Female,Autumn,60,Fatal
360,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Autumn,60,Fatal
361,16-25,Car,5,Raining no high winds,Monday,Wet or damp,Daylight,Male,Rainy,60,Fatal
362,16-25,Motorcycle,5,Fine no high winds,Monday,Dry,Daylight,Male,Winter,70,Fatal
363,16-25,Car,5,Fine no high winds,Monday,Dry,Daylight,Female,Rainy,70,Fatal
364,16-25,Car,5,Fine no high winds,Monday,Dry,Darkness - lights lit,Female,Rainy,70,Fatal
365,16-25,Car,5,Fine no high winds,Sunday,Dry,Darkness - no lighting,Male,Rainy,70,Fatal
366,16-25,Motorcycle,5,Fine no high winds,Saturday,Dry,Darkness - no lighting,Male,Winter,70,Fatal
367,16-25,Car,5,Fine no high winds,Saturday,Dry,Darkness - no lighting,Female,Autumn,70,Fatal
368,16-25,Car,5,Fine no high winds,Saturday,Dry,Daylight,Male,Winter,70,Fatal
369,16-25,Car,5,Raining no high winds,Monday,Wet or damp,Daylight,Male,Winter,70,Fatal
370,16-25,Car,5,Raining no high winds,Saturday,Wet or damp,Daylight,Female,Summer,70,Fatal
371,26-45,Goods Vehicle,5,Fine no high winds,Saturday,Dry,Darkness - lights lit,Male,Rainy,70,Fatal
372,26-45,Motorcycle,5,Fine no high winds,Sunday,Dry,Daylight,Male,Winter,70,Fatal
373,26-45,Goods Vehicle,5,Fine no high winds,Tuesday,Dry,Daylight,Male,Rainy,70,Fatal
374,26-45,Car,5,Fine no high winds,Tuesday,Dry,Daylight,Male,Winter,70,Fatal
375,26-45,Car,5,Fine no high winds,Saturday,Dry,Darkness - lights lit,Male,Autumn,70,Fatal
376,26-45,Car,5,Fine no high winds,Sunday,Dry,Darkness - lights lit,Male,Autumn,70,Fatal
377,26-45,Car,5,Fine no high winds,Saturday,Dry,Darkness - no lighting,Male,Rainy,70,Fatal
378,26-45,Bus,4,Fine no high winds,Thursday,Dry,Darkness - lights lit,Female,Winter,20,Fatal
379,16-25,Car,4,Fine no high winds,Friday,Wet or damp,Darkness - lights lit,Male,Rainy,30,Fatal
380,16-25,Car,4,Fine no high winds,Thursday,Dry,Darkness - lights lit,Male,Winter,30,Fatal
381,16-25,Car,4,Fine no high winds,Tuesday,Dry,Darkness - lights lit,Male,Rainy,30,Fatal
382,16-25,Car,4,Fine no high winds,Sunday,Dry,Darkness - lights lit,Male,Summer,30,Fatal
383,16-25,Car,4,Mud,Tuesday,Wet or damp,Darkness - lights lit,Female,Rainy,30,Fatal
384,16-25,Car,4,Fine no high winds,Tuesday,Dry,Daylight,Female,Winter,30,Fatal
385,16-25,Car,4,Fine + high winds,Tuesday,Wet or damp,Darkness - lights lit,Male,Rainy,30,Fatal
386,16-25,Car,4,Fine no high winds,Friday,Wet or damp,Darkness - lights lit,Male,Rainy,30,Fatal
387,16-25,Car,4,Fine no high winds,Sunday,Wet or damp,Darkness - lights lit,Male,Rainy,30,Fatal
388,16-25,Motorcycle,4,Mud,Thursday,Dry,Darkness - lights lit,Male,Winter,30,Fatal
389,16-25,Car,4,Raining no high winds,Monday,Wet or damp,Darkness - lights lit,Male,Rainy,30,Fatal
390,16-25,Car,4,Fine no high winds,Friday,Dry,Daylight,Male,Summer,30,Fatal
391,16-25,Motorcycle,4,Fine no high winds,Saturday,Dry,Daylight,Male,Rainy,30,Fatal
392,16-25,Car,4,Fine no high winds,Monday,Dry,Daylight,Female,Winter,30,Fatal
393,16-25,Car,4,Mud,Monday,Wet or damp,Daylight,Male,Rainy,30,Fatal
394,16-25,Car,4,Raining + high winds,Tuesday,Wet or damp,Daylight,Male,Winter,30,Fatal
395,26-45,Car,4,Fine no high winds,Sunday,Dry,Darkness - lights lit,Male,Winter,30,Fatal
396,26-45,Car,4,Fine no high winds,Saturday,Dry,Darkness - lights lit,Male,Winter,30,Fatal
397,26-45,Car,4,Fine no high winds,Thursday,Dry,Darkness - lights lit,Male,Rainy,30,Fatal
398,26-45,Car,4,Fine no high winds,Monday,Wet or damp,Darkness - lights lit,Male,Autumn,30,Fatal
399,26-45,Car,4,Fine no high winds,Sunday,Dry,Darkness - lights lit,Male,Rainy,30,Fatal
400,26-45,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Winter,30,Fatal
401,26-45,Car,4,Fine no high winds,Saturday,Dry,Darkness - lights lit,Male,Winter,30,Fatal
402,26-45,Car,4,Fine no high winds,Sunday,Dry,Darkness - lights lit,Female,Rainy,30,Fatal
403,26-45,Car,4,Fine no high winds,Friday,Wet or damp,Darkness - lights lit,Female,Summer,30,Fatal
404,26-45,Car,4,Fine no high winds,Sunday,Dry,Daylight,Male,Rainy,30,Fatal
405,26-45,Car,4,Fine no high winds,Wednesday,Dry,Daylight,Male,Rainy,30,Fatal
406,26-45,Motorcycle,4,Fine no high winds,Wednesday,Wet or damp,Daylight,Male,Autumn,30,Fatal
407,26-45,Car,4,Fine no high winds,Friday,Dry,Daylight,Male,Rainy,30,Fatal
408,26-45,Car,4,Fine no high winds,Thursday,Dry,Daylight,Male,Autumn,30,Fatal
409,26-45,Bus,4,Fine no high winds,Friday,Dry,Daylight,Male,Winter,30,Fatal
410,26-45,Car,4,Fine no high winds,Tuesday,Dry,Daylight,Female,Autumn,30,Fatal
411,26-45,Car,4,Fine no high winds,Saturday,Dry,Daylight,Female,Rainy,30,Fatal
412,26-45,Car,4,Fine no high winds,Wednesday,Dry,Daylight,Female,Summer,30,Fatal
413,26-45,Car,4,Fine no high winds,Saturday,Dry,Daylight,Female,Summer,30,Fatal
414,26-45,Car,4,Raining no high winds,Monday,Wet or damp,Daylight,Male,Rainy,30,Fatal
415,26-45,Car,4,Raining no high winds,Monday,Wet or damp,Daylight,Female,Winter,30,Fatal
416,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Autumn,40,Fatal
417,16-25,Car,4,Fine no high winds,Tuesday,Wet or damp,Darkness - no lighting,Male,Summer,40,Fatal
418,16-25,Car,4,Fine no high winds,Tuesday,Dry,Daylight,Female,Rainy,40,Fatal
419,16-25,Car,4,Fine no high winds,Friday,Dry,Daylight,Female,Winter,40,Fatal
420,16-25,Car,4,Fine no high winds,Tuesday,Dry,Daylight,Female,Rainy,40,Fatal
421,26-45,Car,4,Fine no high winds,Thursday,Dry,Darkness - lights lit,Male,Rainy,40,Fatal
422,26-45,Motorcycle,4,Fine no high winds,Saturday,Wet or damp,Darkness - lights lit,Male,Autumn,40,Fatal
423,26-45,Motorcycle,4,Fine no high winds,Friday,Dry,Daylight,Male,Winter,40,Fatal
424,26-45,Motorcycle,4,Fine no high winds,Saturday,Wet or damp,Daylight,Male,Autumn,40,Fatal
425,26-45,Motorcycle,4,Fine no high winds,Tuesday,Wet or damp,Daylight,Male,Autumn,40,Fatal
426,26-45,Car,4,Mud,Saturday,Wet or damp,Daylight,Male,Winter,40,Fatal
427,46-65,Car,4,Raining + high winds,Sunday,Wet or damp,Darkness - lights lit,Female,Autumn,40,Fatal
428,46-65,Car,4,Fine no high winds,Saturday,Dry,Daylight,Male,Summer,40,Fatal
429,46-65,Motorcycle,4,Fine no high winds,Tuesday,Dry,Daylight,Male,Summer,40,Fatal
430,46-65,Car,4,Fine no high winds,Tuesday,Dry,Daylight,Female,Rainy,40,Fatal
431,46-65,Goods Vehicle,4,Fine no high winds,Sunday,Wet or damp,Darkness - lights lit,Male,Rainy,40,Fatal
432,46-65,Car,4,Fine no high winds,Sunday,Wet or damp,Darkness - no lighting,Female,Rainy,40,Fatal
433,46-65,Car,4,Fine no high winds,Tuesday,Wet or damp,Darkness - no lighting,Female,Autumn,40,Fatal
434,46-65,Car,4,Fine no high winds,Saturday,Dry,Daylight,Male,Autumn,40,Fatal
435,46-65,Car,4,Fine no high winds,Sunday,Dry,Daylight,Female,Winter,40,Fatal
436,Over 65,Car,4,Fine no high winds,Saturday,Frost or ice,Darkness - lights lit,Male,Winter,40,Fatal
437,26-45,Car,4,Fine no high winds,Tuesday,Frost or ice,Darkness - no lighting,Male,Winter,50,Fatal
438,26-45,Car,4,Fine no high winds,Tuesday,Dry,Darkness - no lighting,Male,Autumn,50,Fatal
439,26-45,Car,4,Fine no high winds,Sunday,Dry,Daylight,Male,Rainy,50,Fatal
440,26-45,Car,4,Fine + high winds,Saturday,Dry,Darkness - lights lit,Male,Rainy,50,Fatal
441,26-45,Car,4,Fine no high winds,Saturday,Dry,Darkness - lights lit,Male,Rainy,50,Fatal
442,26-45,Motorcycle,4,Fine no high winds,Wednesday,Dry,Daylight,Male,Autumn,50,Fatal
443,26-45,Car,4,Fine no high winds,Sunday,Dry,Daylight,Male,Rainy,50,Fatal
444,26-45,Motorcycle,4,Fine no high winds,Sunday,Dry,Daylight,Male,Rainy,50,Fatal
445,46-65,Car,4,Fine + high winds,Sunday,Dry,Darkness - no lighting,Male,Winter,50,Fatal
446,46-65,Goods Vehicle,4,Fine no high winds,Friday,Dry,Daylight,Male,Rainy,50,Fatal
447,46-65,Motorcycle,4,Fine no high winds,Monday,Dry,Daylight,Male,Summer,50,Fatal
448,46-65,Car,4,Fine no high winds,Sunday,Dry,Daylight,Male,Autumn,50,Fatal
449,46-65,Motorcycle,4,Fine no high winds,Sunday,Dry,Daylight,Male,Rainy,50,Fatal
450,46-65,Car,4,Fine no high winds,Sunday,Dry,Daylight,Male,Rainy,50,Fatal
452,16-25,Car,4,Fine no high winds,Saturday,Dry,Darkness - lights lit,Male,Autumn,60,Fatal
453,16-25,Car,4,Fine no high winds,Sunday,Dry,Darkness - lights lit,Male,Summer,60,Fatal
454,16-25,Car,4,Fine + high winds,Thursday,Wet or damp,Darkness - no lighting,Male,Rainy,60,Fatal
455,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - no lighting,Male,Winter,60,Fatal
456,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - no lighting,Male,Rainy,60,Fatal
457,16-25,Car,4,Fine no high winds,Thursday,Dry,Darkness - no lighting,Male,Rainy,60,Fatal
458,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - no lighting,Male,Autumn,60,Fatal
459,16-25,Car,4,Fine no high winds,Wednesday,Dry,Daylight,Male,Winter,60,Fatal
460,16-25,Car,4,Fine no high winds,Wednesday,Dry,Daylight,Male,Summer,60,Fatal
461,16-25,Car,4,Fine no high winds,Monday,Dry,Daylight,Male,Winter,60,Fatal
462,16-25,Motorcycle,4,Fine no high winds,Saturday,Dry,Daylight,Male,Winter,60,Fatal
463,16-25,Car,4,Fine no high winds,Monday,Dry,Daylight,Male,Rainy,60,Fatal
464,16-25,Motorcycle,4,Fine no high winds,Friday,Dry,Daylight,Male,Rainy,60,Fatal
465,16-25,Motorcycle,4,Fine no high winds,Sunday,Dry,Daylight,Male,Winter,60,Fatal
466,16-25,Car,4,Fine no high winds,Monday,Wet or damp,Daylight,Male,Rainy,60,Fatal
467,16-25,Car,4,Fine no high winds,Wednesday,Dry,Daylight,Male,Autumn,60,Fatal
468,16-25,Car,4,Fine no high winds,Friday,Dry,Daylight,Female,Summer,60,Fatal
469,16-25,Car,4,Fine no high winds,Tuesday,Frost or ice,Daylight,Female,Summer,60,Fatal
470,16-25,Car,4,Raining no high winds,Wednesday,Wet or damp,Daylight,Male,Rainy,60,Fatal
471,16-25,Car,4,Raining no high winds,Monday,Wet or damp,Daylight,Male,Winter,60,Fatal
472,16-25,Car,4,Fine no high winds,Sunday,Dry,Darkness - no lighting,Male,Winter,60,Fatal
473,16-25,Car,4,Fine no high winds,Monday,Dry,Darkness - no lighting,Male,Rainy,60,Fatal
474,16-25,Motorcycle,4,Fine no high winds,Sunday,Dry,Darkness - no lighting,Male,Summer,60,Fatal
475,16-25,Car,4,Fine no high winds,Saturday,Dry,Darkness - no lighting,Male,Rainy,60,Fatal
476,16-25,Car,4,Fine no high winds,Wednesday,Wet or damp,Daylight,Male,Winter,60,Fatal
477,16-25,Goods Vehicle,4,Fine no high winds,Wednesday,Dry,Daylight,Male,Rainy,60,Fatal
478,16-25,Car,4,Fine no high winds,Sunday,Dry,Daylight,Male,Winter,60,Fatal
479,16-25,Car,4,Fine no high winds,Tuesday,Dry,Daylight,Male,Summer,60,Fatal
480,16-25,Car,4,Fine no high winds,Tuesday,Dry,Daylight,Female,Rainy,60,Fatal
481,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Rainy,70,Fatal
482,16-25,Car,4,Fine no high winds,Saturday,Dry,Darkness - lights lit,Female,Autumn,70,Fatal
483,16-25,Car,4,Fine no high winds,Saturday,Wet or damp,Darkness - lights lit,Male,Winter,70,Fatal
484,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Male,Rainy,70,Fatal
485,16-25,Car,4,Fine no high winds,Monday,Wet or damp,Darkness - no lighting,Male,Rainy,70,Fatal
486,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - no lighting,Male,Summer,70,Fatal
487,16-25,Car,4,Fine no high winds,Saturday,Dry,Darkness - no lighting,Male,Summer,70,Fatal
488,16-25,Car,4,Mud,Tuesday,Wet or damp,Darkness - no lighting,Female,Autumn,70,Fatal
489,16-25,Motorcycle,4,Fine no high winds,Monday,Dry,Daylight,Male,Rainy,70,Fatal
490,16-25,Car,4,Fine no high winds,Sunday,Dry,Daylight,Female,Rainy,70,Fatal
491,16-25,Car,4,Fine no high winds,Friday,Dry,Daylight,Female,Rainy,70,Fatal
492,26-45,Car,4,Fine no high winds,Friday,Wet or damp,Darkness - lights lit,Male,Rainy,70,Fatal
493,26-45,Car,4,Fine no high winds,Thursday,Dry,Darkness - lights lit,Female,Winter,70,Fatal
494,26-45,Car,4,Fine no high winds,Friday,Dry,Darkness - no lighting,Male,Winter,70,Fatal
495,26-45,Car,4,Fine no high winds,Sunday,Dry,Darkness - no lighting,Female,Rainy,70,Fatal
496,26-45,Car,4,Fine no high winds,Saturday,Dry,Daylight,Male,Summer,70,Fatal
497,26-45,Car,4,Raining no high winds,Friday,Flood over 3cm. deep,Daylight,Male,Summer,70,Fatal
498,26-45,Car,4,Raining no high winds,Monday,Wet or damp,Daylight,Male,Rainy,70,Fatal
499,26-45,Car,4,Fine no high winds,Monday,Wet or damp,Darkness - lights lit,Male,Autumn,70,Fatal
500,26-45,Car,4,Raining no high winds,Tuesday,Wet or damp,Darkness - lights lit,Male,Autumn,70,Fatal
501,46-65,Car,4,Raining no high winds,Wednesday,Wet or damp,Daylight,Male,Winter,20,Fatal
502,16-25,Motorcycle,4,Fine no high winds,Saturday,Dry,Darkness - lights lit,Male,Autumn,30,Fatal
503,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Male,Summer,30,Fatal
504,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Summer,30,Fatal
505,16-25,Motorcycle,4,Fine no high winds,Sunday,Dry,Darkness - lights lit,Male,Rainy,30,Fatal
506,16-25,Car,4,Fine no high winds,Monday,Dry,Darkness - lights lit,Male,Summer,30,Fatal
507,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Rainy,30,Fatal
508,16-25,Motorcycle,4,Fine no high winds,Saturday,Dry,Darkness - lights lit,Male,Winter,30,Fatal
509,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Rainy,30,Fatal
510,16-25,Car,4,Fine no high winds,Monday,Dry,Darkness - lights lit,Female,Autumn,30,Fatal
511,16-25,Car,4,Fine no high winds,Saturday,Dry,Darkness - lights lit,Female,Winter,30,Fatal
512,16-25,Car,4,Raining + high winds,Saturday,Wet or damp,Darkness - lights lit,Male,Rainy,30,Fatal
